,title,pages-count,date-published,bestsellers-rank,rating,rating-count,author,back-type,price-ILS,width,height,thickness,weight,Contemporary Fiction,Children's Fiction,Children's General Story Books,Adventure Books for Kids,Fantasy Books,Fantasy,Classic Books & Novels,Fantasy Books for Kids,Animal Stories,Sci Fi Books for Kids,Personal Development,Funny Books for Kids,Popular Psychology,Family,"Mind, Body, Spirit: Thought & Practice",Science Fiction,Activity Books,Picture Books,"Assertiveness, Motivation & Self-esteem",Classic Books for Children,Crime,Crime Fiction,Historical Fiction,Graphic Novels: Manga,Romance Books,Romance,Storybooks,Advice On Careers & Achieving Success,Memoirs,Thriller Books,Thrillers,Early Learning,Romance Books for Teenagers,Adventure Books,Biography: General,Funny Books & Stories,Psychology,Family & Relationships,Adult & Contemporary Romance,"Mind, Body & Spirit",Characters,Advice On Parenting,Health Books,Business & Management,"Graphic Novels, Anime & Manga",General Cookery,Baby Books,Popular Medicine & Health,Management: Leadership & Motivation,Family Issues,Traditional,"Mind, Body, Spirit: Meditation & Visualisation"
4208,Kitchen,160.0,2018-03-01,1894,3.87,60070.0,Banana Yoshimoto,Paperback,47.22,129.0,198.0,9.0,132.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4209,The Leopard : Harry Hole 8,752.0,2011-07-07,4954,4.07,58383.0,Jo Nesbo,Paperback,73.37,129.0,198.0,37.0,540.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4211,The Spell of the Sensuous : Perception and Language in a More-Than-Human World,368.0,2020-02-07,4654,4.02,5161.0,David Abram,Paperback,64.57,132.0,202.0,20.0,261.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4212,10 Things Girls Need Most : To Grow Up Strong and Free,208.0,2017-04-20,4901,4.23,216.0,Steve Biddulph,Paperback,77.18,189.0,246.0,15.0,620.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
4215,One Flew Over the Cuckoo's Nest,336.0,2001-06-19,16058,4.19,676489.0,Ken Kesey,Paperback,46.77,108.0,191.0,22.0,198.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4216,Mastering Manga with Mark Crilley : 30 Drawing Lessons from the Creator of Akiko,128.0,2012-03-08,4915,4.38,983.0,Mark Crilley,Paperback,89.31,210.0,276.0,13.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4217,The Bad Beginning,192.0,2012-09-03,6804,3.96,453361.0,Lemony Snicket,Paperback,40.77,129.0,186.0,14.0,170.0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4218,Raven Black,400.0,2015-07-02,7009,3.94,41093.0,Ann Cleeves,Paperback,61.38,130.0,197.0,25.0,284.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4219,The Gifts of Imperfection,240.0,2020-09-08,1258,4.21,144855.0,Brene Brown,Hardback,73.93,150.0,230.0,25.0,428.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4220,Lore,560.0,2021-01-07,9818,3.84,39665.0,Alexandra Bracken,Paperback,57.96,128.0,196.0,38.0,440.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4223,Letters from Father Christmas,192.0,2012-09-27,3406,4.27,15729.0,J. R. R. Tolkien,Hardback,63.13,135.0,204.0,18.0,430.0,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4224,"The 4 Pillar Plan : How to Relax, Eat, Move and Sleep Your Way to a Longer, Healthier Life",272.0,2018-03-21,15811,4.39,3480.0,Dr Rangan Chatterjee,Paperback,88.66,208.0,238.0,25.0,800.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4225,Vinland Saga 3,456.0,2014-04-29,3900,4.58,1425.0,Makoto Yukimura,Hardback,83.86,150.0,210.0,43.0,624.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4226,Maybe Someday,384.0,2015-10-08,2748,4.24,206938.0,Colleen Hoover,Paperback,46.58,130.0,198.0,24.0,272.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4227,Think and Grow Rich,300.0,2016-03-24,34789,4.17,266003.0,Napoleon Hill,Paperback,45.97,152.0,229.0,23.0,361.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4228,Inglorious Empire : What the British Did to India,336.0,2018-02-01,16055,4.17,8779.0,Shashi Tharoor,Paperback,54.01,129.0,198.0,19.0,247.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4229,The Forever War : Forever War Book 1,256.0,2010-03-29,54585,4.13,153768.0,Joe Haldeman,Paperback,44.26,132.0,198.0,24.0,238.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4230,Daytripper,256.0,2011-02-08,44586,4.32,30088.0,Gabriel Ba,Paperback,85.91,167.0,257.0,14.0,352.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4231,Night,144.0,2006-05-25,62545,4.34,1068128.0,Elie Wiesel,Paperback,48.41,129.0,198.0,8.0,112.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4232,The Dispossessed : an Ambiguous Utopia,400.0,2011-06-27,16524,4.2,103159.0,Ursula K. Le Guin,Paperback,42.66,108.0,178.0,27.0,181.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4234,Persuasion,224.0,1998-01-01,5474,4.14,577103.0,Jane Austen,Paperback,28.72,129.0,198.0,10.0,144.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4235,The Girl in the Spider's Web : Continuing Stieg Larsson's Millennium Series,448.0,2015-08-27,4959,3.77,153132.0,David Lagercrantz,Paperback,89.18,157.0,232.0,33.0,580.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4236,Magicians of the Gods : The Forgotten Wisdom of Earth's Lost Civilisation,608.0,2016-08-11,3939,4.19,4434.0,Graham Hancock,Paperback,50.74,132.0,196.0,40.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4237,Reminiscences of a Stock Operator,288.0,2006-02-10,10518,4.16,15864.0,Edwin Lefevre,Paperback,80.32,141.0,214.0,20.0,298.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4238,The Ultimate Guide to the Rider Waite Tarot,216.0,2013-05-13,7353,3.9,342.0,Johannes Fiebig,Paperback,71.66,152.0,229.0,12.0,408.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4239,Ace of Spades,480.0,2021-06-10,2239,4.32,26889.0,Faridah Abike-Iyimide,Paperback,49.46,130.0,198.0,33.0,388.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4240,False Knees : An Illustrated Guide to Animal Behavior,144.0,2019-11-14,41167,4.52,699.0,Joshua Barkman,Paperback,50.46,178.0,178.0,10.0,324.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4242,Snuff : (Discworld Novel 39): from the bestselling series that inspired BBC's The Watch,512.0,2012-07-23,38381,4.11,57173.0,Terry Pratchett,Paperback,51.17,110.0,178.0,30.0,269.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4243,How Not to Be Wrong : The Hidden Maths of Everyday Life,480.0,2015-05-26,7203,3.96,16427.0,Jordan Ellenberg,Paperback,58.76,132.0,198.0,22.0,334.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4245,"Demon Slayer: Kimetsu no Yaiba, Vol. 7",208.0,2019-07-25,4662,4.59,6322.0,Koyoharu Gotouge,Paperback,42.52,127.0,191.0,15.0,193.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4247,Starsight : The Second Skyward Novel,480.0,2019-11-26,901,4.42,55829.0,Brandon Sanderson,Hardback,81.4,164.0,236.0,42.0,712.0,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4248,The Art of Manipulating Fabric,320.0,2003-02-01,14487,4.38,775.0,Collette Wolff,Paperback,90.96,212.0,263.0,16.0,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4250,Cat on a Hot Tin Roof,144.0,2009-07-01,62057,4.05,57050.0,Tennessee Williams,Paperback,49.5,129.0,198.0,8.0,112.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4251,Apeirogon : Longlisted for the 2020 Booker Prize,480.0,2021-02-25,3922,4.24,15017.0,Colum McCann,Paperback,57.99,129.0,198.0,38.0,390.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4253,Tales from the Shadowhunter Academy,656.0,2017-05-04,13508,4.36,55970.0,Cassandra Clare,Paperback,54.35,129.0,198.0,46.0,579.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4254,The Crystal Bible Volume 2 : Godsfield Bibles,400.0,2009-07-06,1452,4.46,924.0,Judy Hall,Paperback,66.16,138.0,166.0,28.0,620.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4255,When the Body Says No : Exploring the Stress-Disease Connection,320.0,2011-01-20,57395,4.32,7662.0,Gabor Mate,Paperback,75.41,139.0,215.0,23.0,326.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4256,Yes Please,352.0,2015-06-18,42570,3.83,474292.0,Amy Poehler,Paperback,70.98,132.0,197.0,23.0,636.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4257,"Short Stories in Italian for Beginners : Read for pleasure at your level, expand your vocabulary and learn Italian the fun way!",224.0,2018-11-13,2856,4.01,427.0,Olly Richards,Paperback,48.2,129.0,198.0,14.0,191.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4258,"My Hero Academia, Vol. 18",192.0,2019-05-02,2634,4.57,4869.0,Kohei Horikoshi,Paperback,41.88,127.0,191.0,15.0,159.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4259,Little Women,304.0,2013-07-02,8144,4.03,24940.0,Louisa May Alcott,Paperback,25.24,111.0,178.0,20.0,150.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4260,The Book of Disquiet,288.0,2011-01-18,1740,4.43,23948.0,Fernando Pessoa,Paperback,45.31,129.0,198.0,17.0,204.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4261,The Science of Getting Rich : Attracting Financial Success through Creative Thought,112.0,2007-03-21,3051,4.13,36842.0,Wallace D. Wattles,Paperback,36.26,137.0,210.0,10.0,135.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4263,"Nana, Vol. 1",192.0,2008-03-03,122,4.25,38961.0,Ai Yazawa,Paperback,64.30330429497569,127.0,191.0,18.0,166.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4264,The Great Gatsby,160.0,2011-05-02,62829,3.93,4252639.0,F. Scott Fitzgerald,Paperback,32.85,129.0,198.0,9.0,117.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4266,Food For Free,240.0,2012-04-12,16852,4.19,895.0,Richard Mabey,Paperback,37.44,82.0,117.0,15.0,140.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4267,The Blind Watchmaker,496.0,2006-04-06,16359,4.07,37102.0,Richard Dawkins,Paperback,57.68,130.0,199.0,22.0,276.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4268,Crystals for Beginners : The Guide to Get Started with the Healing Power of Crystals,206.0,2017-10-17,3833,4.36,1693.0,Karen Frazier,Paperback,64.37,147.0,208.0,18.0,363.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4269,The Wonder Weeks : A Stress-Free Guide to Your Baby's Behavior,464.0,2019-09-10,3722,3.96,5114.0,Xaviera Plooij,Paperback,84.71,152.0,229.0,25.0,607.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4271,The Duke and I,448.0,2021-02-01,33698,3.85,247832.0,Julia Quinn,Paperback,45.74,113.0,179.0,30.0,256.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4272,Top 100 Finger Foods,160.0,2009-03-18,5056,3.76,106.0,Annabel Karmel,Hardback,70.24,198.0,198.0,18.0,545.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4273,Notes From A Small Island : Journey Through Britain,384.0,2015-12-19,5576,3.9,105685.0,Bill Bryson,Paperback,57.42,127.0,198.0,23.0,262.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4274,Daughter of the Siren Queen,368.0,2019-02-26,628,4.14,45566.0,Tricia Levenseller,Paperback,46.9,138.0,208.0,25.0,318.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4275,Making Faces,159.0,2008-08-06,4963,4.32,2663.0,Kevyn Aucoin,Paperback,100.45,229.0,305.0,14.0,930.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4277,"Mastering the Art of French Cooking, Vol.2",688.0,2011-11-24,5062,4.42,7543.0,Julia Child,Paperback,67.56,129.0,198.0,29.0,470.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4278,Sword Song,384.0,2008-05-08,8353,4.29,35419.0,Bernard Cornwell,Paperback,48.17,129.0,198.0,24.0,270.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4279,The Stepford Wives : Introduction by Chuck Palanhiuk,160.0,2011-07-21,27650,3.8,32446.0,Ira Levin,Paperback,32.91,128.0,196.0,14.0,120.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4280,True Love : A Practice for Awakening the Heart,120.0,2006-09-12,5038,4.12,7139.0,Thich Nhat Hanh,Paperback,36.15,106.0,171.0,9.0,68.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4281,The Other Queen,448.0,2009-04-02,66561,3.68,45295.0,Philippa Gregory,Paperback,48.92,129.0,198.0,28.0,310.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4282,Your Erroneous Zones : Escape negative thinking and take control of your life,272.0,2009-05-07,6887,4.01,14567.0,Dr. Wayne W. Dyer,Paperback,45.59,124.0,196.0,20.0,180.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4284,Knots and Crosses,272.0,2008-08-07,3021,3.83,50907.0,Ian Rankin,Paperback,35.43,128.0,198.0,20.0,255.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4285,Team of Teams : New Rules of Engagement for a Complex World,304.0,2015-11-26,3295,4.14,9944.0,General Stanley McChrystal,Paperback,56.5,129.0,198.0,18.0,213.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4286,The Toll,640.0,2019-11-07,13239,4.22,70404.0,Neal Shusterman,Paperback,49.11,129.0,198.0,38.0,437.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4287,Kizumonogatari : Wound Tale,354.0,2016-12-06,8798,4.29,2608.0,Nisioisin,Paperback,62.06,140.0,190.0,22.0,359.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4290,Monday Starts on Saturday,256.0,2016-08-11,1132,4.22,13578.0,Arkady Strugatsky,Paperback,35.15,200.0,130.0,20.0,240.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4291,Disgrace,224.0,2000-04-06,17009,3.84,96077.0,J.M. Coetzee,Paperback,47.28,110.0,178.0,14.0,122.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4292,What the Dog Saw : And Other Adventures,528.0,2014-03-01,5001,3.84,96200.0,Malcolm Gladwell,Paperback,50.54,103.0,170.0,38.0,256.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4293,Jane Eyre,624.0,2009-10-27,4802,4.13,1795164.0,Charlotte Bronte,Hardback,80.79,138.0,204.0,52.0,747.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4294,Soul Music : Discworld: The Death Collection,368.0,2013-12-05,1623,4.01,75453.0,Terry Pratchett,Hardback,58.72,136.0,202.0,34.0,400.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4295,Stumbling on Happiness,352.0,2007-02-05,16514,3.81,59335.0,Daniel Gilbert,Paperback,50.01,129.0,198.0,20.0,220.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4296,The Keeper of Lost Things : winner of the Richard & Judy Readers' Award and Sunday Times bestseller,336.0,2017-08-10,40229,3.81,116862.0,Ruth Hogan,Paperback,44.26,128.0,196.0,24.0,238.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4298,The Life-Changing Manga of Tidying Up : A Magical Story,192.0,2017-06-27,57400,4.06,18380.0,Marie Kondo,Paperback,57.56,132.0,185.0,15.0,176.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4300,The Penultimate Truth,208.0,2005-02-10,4864,3.78,8497.0,Philip K Dick,Paperback,34.03,128.0,196.0,22.0,180.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4301,The Untethered Soul : The Journey Beyond Yourself,232.0,2013-11-28,34013,4.17,70872.0,Michael A. Singer,Hardback,90.57,129.0,185.0,25.0,410.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
